,Pmet,Isorxns,Enzymes,Type
0,pmet_PSII_h,PSII_hNo1,O49347,Obligate
1,pmet_PSII_h,PSII_hNo1,P23321,Shared
2,pmet_PSII_h,PSII_hNo1,P27202,Obligate
3,pmet_PSII_h,PSII_hNo1,P56761,Obligate
4,pmet_PSII_h,PSII_hNo1,P56777,Obligate
5,pmet_PSII_h,PSII_hNo1,P56778,Obligate
6,pmet_PSII_h,PSII_hNo1,P56779,Obligate
7,pmet_PSII_h,PSII_hNo1,P56780,Obligate
8,pmet_PSII_h,PSII_hNo1,P56781,Obligate
9,pmet_PSII_h,PSII_hNo1,P56782,Obligate
10,pmet_PSII_h,PSII_hNo1,P56790,Obligate
11,pmet_PSII_h,PSII_hNo1,P60129,Obligate
12,pmet_PSII_h,PSII_hNo1,P61839,Obligate
13,pmet_PSII_h,PSII_hNo1,P62095,Obligate
14,pmet_PSII_h,PSII_hNo1,P62100,Obligate
15,pmet_PSII_h,PSII_hNo1,P62109,Obligate
16,pmet_PSII_h,PSII_hNo1,P62113,Obligate
17,pmet_PSII_h,PSII_hNo1,P83755,Obligate
18,pmet_PSII_h,PSII_hNo1,Q39194,Obligate
19,pmet_PSII_h,PSII_hNo1,Q39195,Obligate
20,pmet_PSII_h,PSII_hNo1,Q42029,Obligate
21,pmet_PSII_h,PSII_hNo1,Q9XF91,Obligate
22,pmet_PSII_h,PSII_hNo1,Q9XFT3,Shared
23,pmet_PSII_h,PSII_hNo2,O49347,Obligate
24,pmet_PSII_h,PSII_hNo2,P27202,Obligate
25,pmet_PSII_h,PSII_hNo2,P56761,Obligate
26,pmet_PSII_h,PSII_hNo2,P56777,Obligate
27,pmet_PSII_h,PSII_hNo2,P56778,Obligate
28,pmet_PSII_h,PSII_hNo2,P56779,Obligate
29,pmet_PSII_h,PSII_hNo2,P56780,Obligate
30,pmet_PSII_h,PSII_hNo2,P56781,Obligate
31,pmet_PSII_h,PSII_hNo2,P56782,Obligate
32,pmet_PSII_h,PSII_hNo2,P56790,Obligate
33,pmet_PSII_h,PSII_hNo2,P60129,Obligate
34,pmet_PSII_h,PSII_hNo2,P61839,Obligate
35,pmet_PSII_h,PSII_hNo2,P62095,Obligate
36,pmet_PSII_h,PSII_hNo2,P62100,Obligate
37,pmet_PSII_h,PSII_hNo2,P62109,Obligate
38,pmet_PSII_h,PSII_hNo2,P62113,Obligate
39,pmet_PSII_h,PSII_hNo2,P83755,Obligate
40,pmet_PSII_h,PSII_hNo2,Q39194,Obligate
41,pmet_PSII_h,PSII_hNo2,Q39195,Obligate
42,pmet_PSII_h,PSII_hNo2,Q42029,Obligate
43,pmet_PSII_h,PSII_hNo2,Q9XF91,Obligate
44,pmet_PSII_h,PSII_hNo2,Q9XFT3,Shared
45,pmet_PSII_h,PSII_hNo2,Q9S841,Shared
46,pmet_PSII_h,PSII_hNo3,O49347,Obligate
47,pmet_PSII_h,PSII_hNo3,P23321,Shared
48,pmet_PSII_h,PSII_hNo3,P27202,Obligate
49,pmet_PSII_h,PSII_hNo3,P56761,Obligate
50,pmet_PSII_h,PSII_hNo3,P56777,Obligate
51,pmet_PSII_h,PSII_hNo3,P56778,Obligate
52,pmet_PSII_h,PSII_hNo3,P56779,Obligate
53,pmet_PSII_h,PSII_hNo3,P56780,Obligate
54,pmet_PSII_h,PSII_hNo3,P56781,Obligate
55,pmet_PSII_h,PSII_hNo3,P56782,Obligate
56,pmet_PSII_h,PSII_hNo3,P56790,Obligate
57,pmet_PSII_h,PSII_hNo3,P60129,Obligate
58,pmet_PSII_h,PSII_hNo3,P61839,Obligate
59,pmet_PSII_h,PSII_hNo3,P62095,Obligate
60,pmet_PSII_h,PSII_hNo3,P62100,Obligate
61,pmet_PSII_h,PSII_hNo3,P62109,Obligate
62,pmet_PSII_h,PSII_hNo3,P62113,Obligate
63,pmet_PSII_h,PSII_hNo3,P83755,Obligate
64,pmet_PSII_h,PSII_hNo3,Q39194,Obligate
65,pmet_PSII_h,PSII_hNo3,Q39195,Obligate
66,pmet_PSII_h,PSII_hNo3,Q42029,Obligate
67,pmet_PSII_h,PSII_hNo3,Q9XF91,Obligate
68,pmet_PSII_h,PSII_hNo3,Q41932,Shared
69,pmet_PSII_h,PSII_hNo4,O49347,Obligate
70,pmet_PSII_h,PSII_hNo4,P27202,Obligate
71,pmet_PSII_h,PSII_hNo4,P56761,Obligate
72,pmet_PSII_h,PSII_hNo4,P56777,Obligate
73,pmet_PSII_h,PSII_hNo4,P56778,Obligate
74,pmet_PSII_h,PSII_hNo4,P56779,Obligate
75,pmet_PSII_h,PSII_hNo4,P56780,Obligate
76,pmet_PSII_h,PSII_hNo4,P56781,Obligate
77,pmet_PSII_h,PSII_hNo4,P56782,Obligate
78,pmet_PSII_h,PSII_hNo4,P56790,Obligate
79,pmet_PSII_h,PSII_hNo4,P60129,Obligate
80,pmet_PSII_h,PSII_hNo4,P61839,Obligate
81,pmet_PSII_h,PSII_hNo4,P62095,Obligate
82,pmet_PSII_h,PSII_hNo4,P62100,Obligate
83,pmet_PSII_h,PSII_hNo4,P62109,Obligate
84,pmet_PSII_h,PSII_hNo4,P62113,Obligate
85,pmet_PSII_h,PSII_hNo4,P83755,Obligate
86,pmet_PSII_h,PSII_hNo4,Q39194,Obligate
87,pmet_PSII_h,PSII_hNo4,Q39195,Obligate
88,pmet_PSII_h,PSII_hNo4,Q42029,Obligate
89,pmet_PSII_h,PSII_hNo4,Q9XF91,Obligate
90,pmet_PSII_h,PSII_hNo4,Q9S841,Shared
91,pmet_PSII_h,PSII_hNo4,Q41932,Shared
92,pmet_PSI_h,PSI_hNo1,P49107,Obligate
93,pmet_PSI_h,PSI_hNo1,P56766,Obligate
94,pmet_PSI_h,PSI_hNo1,P56767,Obligate
95,pmet_PSI_h,PSI_hNo1,P56768,Obligate
96,pmet_PSI_h,PSI_hNo1,P56769,Obligate
97,pmet_PSI_h,PSI_hNo1,P62090,Obligate
98,pmet_PSI_h,PSI_hNo1,Q8LCA1,Obligate
99,pmet_PSI_h,PSI_hNo1,Q949Q5,Obligate
100,pmet_PSI_h,PSI_hNo1,Q9S7H1,Shared
101,pmet_PSI_h,PSI_hNo1,Q9S7N7,Obligate
102,pmet_PSI_h,PSI_hNo1,Q9S831,Shared
103,pmet_PSI_h,PSI_hNo1,Q9SHE8,Obligate
104,pmet_PSI_h,PSI_hNo1,Q9SUI4,Obligate
105,pmet_PSI_h,PSI_hNo1,Q9SUI5,Obligate
106,pmet_PSI_h,PSI_hNo1,Q9SUI7,Shared
107,pmet_PSI_h,PSI_hNo2,P49107,Obligate
108,pmet_PSI_h,PSI_hNo2,P56766,Obligate
109,pmet_PSI_h,PSI_hNo2,P56767,Obligate
110,pmet_PSI_h,PSI_hNo2,P56768,Obligate
111,pmet_PSI_h,PSI_hNo2,P56769,Obligate
112,pmet_PSI_h,PSI_hNo2,P62090,Obligate
113,pmet_PSI_h,PSI_hNo2,Q8LCA1,Obligate
114,pmet_PSI_h,PSI_hNo2,Q949Q5,Obligate
115,pmet_PSI_h,PSI_hNo2,Q9S7N7,Obligate
116,pmet_PSI_h,PSI_hNo2,Q9S831,Shared
117,pmet_PSI_h,PSI_hNo2,Q9SHE8,Obligate
118,pmet_PSI_h,PSI_hNo2,Q9SUI4,Obligate
119,pmet_PSI_h,PSI_hNo2,Q9SUI5,Obligate
120,pmet_PSI_h,PSI_hNo2,Q9SUI7,Shared
121,pmet_PSI_h,PSI_hNo2,Q9SA56,Shared
122,pmet_PSI_h,PSI_hNo3,P49107,Obligate
123,pmet_PSI_h,PSI_hNo3,P56766,Obligate
124,pmet_PSI_h,PSI_hNo3,P56767,Obligate
125,pmet_PSI_h,PSI_hNo3,P56768,Obligate
126,pmet_PSI_h,PSI_hNo3,P56769,Obligate
127,pmet_PSI_h,PSI_hNo3,P62090,Obligate
128,pmet_PSI_h,PSI_hNo3,Q8LCA1,Obligate
129,pmet_PSI_h,PSI_hNo3,Q949Q5,Obligate
130,pmet_PSI_h,PSI_hNo3,Q9S7H1,Shared
131,pmet_PSI_h,PSI_hNo3,Q9S7N7,Obligate
132,pmet_PSI_h,PSI_hNo3,Q9SHE8,Obligate
133,pmet_PSI_h,PSI_hNo3,Q9SUI4,Obligate
134,pmet_PSI_h,PSI_hNo3,Q9SUI5,Obligate
135,pmet_PSI_h,PSI_hNo3,Q9SUI7,Shared
136,pmet_PSI_h,PSI_hNo3,Q9S714,Shared
137,pmet_PSI_h,PSI_hNo4,P49107,Obligate
138,pmet_PSI_h,PSI_hNo4,P56766,Obligate
139,pmet_PSI_h,PSI_hNo4,P56767,Obligate
140,pmet_PSI_h,PSI_hNo4,P56768,Obligate
141,pmet_PSI_h,PSI_hNo4,P56769,Obligate
142,pmet_PSI_h,PSI_hNo4,P62090,Obligate
143,pmet_PSI_h,PSI_hNo4,Q8LCA1,Obligate
144,pmet_PSI_h,PSI_hNo4,Q949Q5,Obligate
145,pmet_PSI_h,PSI_hNo4,Q9S7N7,Obligate
146,pmet_PSI_h,PSI_hNo4,Q9SHE8,Obligate
147,pmet_PSI_h,PSI_hNo4,Q9SUI4,Obligate
148,pmet_PSI_h,PSI_hNo4,Q9SUI5,Obligate
149,pmet_PSI_h,PSI_hNo4,Q9SUI7,Shared
150,pmet_PSI_h,PSI_hNo4,Q9SA56,Shared
151,pmet_PSI_h,PSI_hNo4,Q9S714,Shared
152,pmet_PSI_h,PSI_hNo5,P49107,Obligate
153,pmet_PSI_h,PSI_hNo5,P56766,Obligate
154,pmet_PSI_h,PSI_hNo5,P56767,Obligate
155,pmet_PSI_h,PSI_hNo5,P56768,Obligate
156,pmet_PSI_h,PSI_hNo5,P56769,Obligate
157,pmet_PSI_h,PSI_hNo5,P62090,Obligate
158,pmet_PSI_h,PSI_hNo5,Q8LCA1,Obligate
159,pmet_PSI_h,PSI_hNo5,Q949Q5,Obligate
160,pmet_PSI_h,PSI_hNo5,Q9S7H1,Shared
161,pmet_PSI_h,PSI_hNo5,Q9S7N7,Obligate
162,pmet_PSI_h,PSI_hNo5,Q9S831,Shared
163,pmet_PSI_h,PSI_hNo5,Q9SHE8,Obligate
164,pmet_PSI_h,PSI_hNo5,Q9SUI4,Obligate
165,pmet_PSI_h,PSI_hNo5,Q9SUI5,Obligate
166,pmet_PSI_h,PSI_hNo5,Q9SUI6,Shared
167,pmet_PSI_h,PSI_hNo6,P49107,Obligate
168,pmet_PSI_h,PSI_hNo6,P56766,Obligate
169,pmet_PSI_h,PSI_hNo6,P56767,Obligate
170,pmet_PSI_h,PSI_hNo6,P56768,Obligate
171,pmet_PSI_h,PSI_hNo6,P56769,Obligate
172,pmet_PSI_h,PSI_hNo6,P62090,Obligate
173,pmet_PSI_h,PSI_hNo6,Q8LCA1,Obligate
174,pmet_PSI_h,PSI_hNo6,Q949Q5,Obligate
175,pmet_PSI_h,PSI_hNo6,Q9S7N7,Obligate
176,pmet_PSI_h,PSI_hNo6,Q9S831,Shared
177,pmet_PSI_h,PSI_hNo6,Q9SHE8,Obligate
178,pmet_PSI_h,PSI_hNo6,Q9SUI4,Obligate
179,pmet_PSI_h,PSI_hNo6,Q9SUI5,Obligate
180,pmet_PSI_h,PSI_hNo6,Q9SA56,Shared
181,pmet_PSI_h,PSI_hNo6,Q9SUI6,Shared
182,pmet_PSI_h,PSI_hNo7,P49107,Obligate
183,pmet_PSI_h,PSI_hNo7,P56766,Obligate
184,pmet_PSI_h,PSI_hNo7,P56767,Obligate
185,pmet_PSI_h,PSI_hNo7,P56768,Obligate
186,pmet_PSI_h,PSI_hNo7,P56769,Obligate
187,pmet_PSI_h,PSI_hNo7,P62090,Obligate
188,pmet_PSI_h,PSI_hNo7,Q8LCA1,Obligate
189,pmet_PSI_h,PSI_hNo7,Q949Q5,Obligate
190,pmet_PSI_h,PSI_hNo7,Q9S7H1,Shared
191,pmet_PSI_h,PSI_hNo7,Q9S7N7,Obligate
192,pmet_PSI_h,PSI_hNo7,Q9SHE8,Obligate
193,pmet_PSI_h,PSI_hNo7,Q9SUI4,Obligate
194,pmet_PSI_h,PSI_hNo7,Q9SUI5,Obligate
195,pmet_PSI_h,PSI_hNo7,Q9S714,Shared
196,pmet_PSI_h,PSI_hNo7,Q9SUI6,Shared
197,pmet_PSI_h,PSI_hNo8,P49107,Obligate
198,pmet_PSI_h,PSI_hNo8,P56766,Obligate
199,pmet_PSI_h,PSI_hNo8,P56767,Obligate
200,pmet_PSI_h,PSI_hNo8,P56768,Obligate
201,pmet_PSI_h,PSI_hNo8,P56769,Obligate
202,pmet_PSI_h,PSI_hNo8,P62090,Obligate
203,pmet_PSI_h,PSI_hNo8,Q8LCA1,Obligate
204,pmet_PSI_h,PSI_hNo8,Q949Q5,Obligate
205,pmet_PSI_h,PSI_hNo8,Q9S7N7,Obligate
206,pmet_PSI_h,PSI_hNo8,Q9SHE8,Obligate
207,pmet_PSI_h,PSI_hNo8,Q9SUI4,Obligate
208,pmet_PSI_h,PSI_hNo8,Q9SUI5,Obligate
209,pmet_PSI_h,PSI_hNo8,Q9SA56,Shared
210,pmet_PSI_h,PSI_hNo8,Q9S714,Shared
211,pmet_PSI_h,PSI_hNo8,Q9SUI6,Shared
212,pmet_ATPase_h,ATPase_hNo1,P09468,Obligate
213,pmet_ATPase_h,ATPase_hNo1,P19366,Obligate
214,pmet_ATPase_h,ATPase_hNo1,P56757,Obligate
215,pmet_ATPase_h,ATPase_hNo1,P56758,Obligate
216,pmet_ATPase_h,ATPase_hNo1,P56759,Obligate
217,pmet_ATPase_h,ATPase_hNo1,P56760,Obligate
218,pmet_ATPase_h,ATPase_hNo1,Q01908,Unique
219,pmet_ATPase_h,ATPase_hNo1,Q9SSS9,Obligate
220,pmet_ATPase_h,ATPase_hNo2,P09468,Obligate
221,pmet_ATPase_h,ATPase_hNo2,P19366,Obligate
222,pmet_ATPase_h,ATPase_hNo2,P56757,Obligate
223,pmet_ATPase_h,ATPase_hNo2,P56758,Obligate
224,pmet_ATPase_h,ATPase_hNo2,P56759,Obligate
225,pmet_ATPase_h,ATPase_hNo2,P56760,Obligate
226,pmet_ATPase_h,ATPase_hNo2,Q9SSS9,Obligate
227,pmet_ATPase_h,ATPase_hNo2,Q01909,Unique
228,pmet_RBC_h,RBC_hNo1,O03042,Obligate
229,pmet_RBC_h,RBC_hNo1,P10796,Unique
230,pmet_RBC_h,RBC_hNo2,O03042,Obligate
231,pmet_RBC_h,RBC_hNo2,P10797,Unique
232,pmet_RBC_h,RBC_hNo3,O03042,Obligate
233,pmet_RBC_h,RBC_hNo3,P10795,Unique
234,pmet_RBC_h,RBC_hNo4,O03042,Obligate
235,pmet_RBC_h,RBC_hNo4,P10798,Unique
236,pmet_PGAK_h,PGAK_hNo1,Q9LD57,Unique
237,pmet_PGAK_h,PGAK_hNo2,P50318,Unique
238,pmet_GAPDH1_h,GAPDH1_hNo1,P25856,Shared
239,pmet_GAPDH1_h,GAPDH1_hNo2,Q9LPW0,Shared
240,pmet_GAPDH1_h,GAPDH1_hNo3,P25856,Shared
241,pmet_GAPDH1_h,GAPDH1_hNo3,P25857,Shared
242,pmet_GAPDH1_h,GAPDH1_hNo4,Q9LPW0,Shared
243,pmet_GAPDH1_h,GAPDH1_hNo4,P25857,Shared
244,pmet_TPI_h,TPI_hNo1,P48491,Unique
245,pmet_TPI_h,TPI_hNo2,Q9SKP6,Unique
246,pmet_FBPA_h,FBPA_hNo1,Q9ZU52,Unique
247,pmet_FBPA_h,FBPA_hNo2,O65581,Unique
248,pmet_FBPA_h,FBPA_hNo3,Q9LF98,Unique
249,pmet_FBPA_h,FBPA_hNo4,Q944G9,Unique
250,pmet_FBPA_h,FBPA_hNo5,F4KGQ0,Unique
251,pmet_FBPA_h,FBPA_hNo6,Q9SJU4,Unique
252,pmet_FTK_h,FTK_hNo1,Q8RWV0,Unique
253,pmet_FTK_h,FTK_hNo2,F4IW47,Unique
254,pmet_SBPA_h,SBPA_hNo1,Q9ZU52,Unique
255,pmet_SBPA_h,SBPA_hNo2,O65581,Unique
256,pmet_SBPA_h,SBPA_hNo3,Q9LF98,Unique
257,pmet_SBPA_h,SBPA_hNo4,Q944G9,Unique
258,pmet_SBPA_h,SBPA_hNo5,F4KGQ0,Unique
259,pmet_SBPA_h,SBPA_hNo6,Q9SJU4,Unique
260,pmet_STK_h,STK_hNo1,Q8RWV0,Unique
261,pmet_STK_h,STK_hNo2,F4IW47,Unique
262,pmet_PGM_h,PGM_hNo1,O49299,Unique
263,pmet_PGM_h,PGM_hNo2,Q9SGC1,Unique
264,pmet_PGM_h,PGM_hNo3,Q9SCY0,Unique
265,pmet_AGPase_h,AGPase_hNo1,P55228,Shared
266,pmet_AGPase_h,AGPase_hNo1,P55229,Shared
267,pmet_AGPase_h,AGPase_hNo2,P55228,Shared
268,pmet_AGPase_h,AGPase_hNo2,P55230,Shared
269,pmet_AGPase_h,AGPase_hNo3,P55228,Shared
270,pmet_AGPase_h,AGPase_hNo3,P55231,Shared
271,pmet_AGPase_h,AGPase_hNo4,P55228,Shared
272,pmet_AGPase_h,AGPase_hNo4,Q9SIK1,Shared
273,pmet_AGPase_h,AGPase_hNo5,P55229,Shared
274,pmet_AGPase_h,AGPase_hNo5,F4I8U2,Shared
275,pmet_AGPase_h,AGPase_hNo6,P55230,Shared
276,pmet_AGPase_h,AGPase_hNo6,F4I8U2,Shared
277,pmet_AGPase_h,AGPase_hNo7,P55231,Shared
278,pmet_AGPase_h,AGPase_hNo7,F4I8U2,Shared
279,pmet_AGPase_h,AGPase_hNo8,Q9SIK1,Shared
280,pmet_AGPase_h,AGPase_hNo8,F4I8U2,Shared
281,pmet_StS_h1,StS_h1No1,Q9FNF2,Unique
282,pmet_StS_h1,StS_h1No2,Q9MAC8,Unique
283,pmet_StS_h1,StS_h1No3,F4IAG2,Unique
284,pmet_StS_h1,StS_h1No4,Q0WVX5,Unique
285,pmet_StS_h2,StS_h2No1,Q9FNF2,Unique
286,pmet_StS_h2,StS_h2No2,Q9MAC8,Unique
287,pmet_StS_h2,StS_h2No3,F4IAG2,Unique
288,pmet_StS_h2,StS_h2No4,Q0WVX5,Unique
289,pmet_StS_h3,StS_h3No1,Q9FNF2,Unique
290,pmet_StS_h3,StS_h3No2,Q9MAC8,Unique
291,pmet_StS_h3,StS_h3No3,F4IAG2,Unique
292,pmet_StS_h3,StS_h3No4,Q0WVX5,Unique
293,pmet_bAMY1_h,bAMY1_hNo1,Q8VYW2,Unique
294,pmet_bAMY1_h,bAMY1_hNo1,Q94A41,Obligate
295,pmet_bAMY1_h,bAMY1_hNo2,Q94A41,Obligate
296,pmet_bAMY1_h,bAMY1_hNo2,Q9LIR6,Unique
297,pmet_bAMY1_h,bAMY1_hNo3,Q94A41,Obligate
298,pmet_bAMY1_h,bAMY1_hNo3,O65258,Unique
299,pmet_bAMY1_h,bAMY1_hNo4,Q94A41,Obligate
300,pmet_bAMY1_h,bAMY1_hNo4,O23553,Unique
301,pmet_bAMY1_h,bAMY1_hNo5,Q94A41,Obligate
302,pmet_bAMY1_h,bAMY1_hNo5,P25853,Unique
303,pmet_bAMY1_h,bAMY1_hNo6,Q94A41,Obligate
304,pmet_bAMY1_h,bAMY1_hNo6,Q8L762,Unique
305,pmet_bAMY2_h,bAMY2_hNo1,Q8VYW2,Unique
306,pmet_bAMY2_h,bAMY2_hNo1,Q94A41,Obligate
307,pmet_bAMY2_h,bAMY2_hNo2,Q94A41,Obligate
308,pmet_bAMY2_h,bAMY2_hNo2,Q9LIR6,Unique
309,pmet_bAMY2_h,bAMY2_hNo3,Q94A41,Obligate
310,pmet_bAMY2_h,bAMY2_hNo3,O65258,Unique
311,pmet_bAMY2_h,bAMY2_hNo4,Q94A41,Obligate
312,pmet_bAMY2_h,bAMY2_hNo4,O23553,Unique
313,pmet_bAMY2_h,bAMY2_hNo5,Q94A41,Obligate
314,pmet_bAMY2_h,bAMY2_hNo5,P25853,Unique
315,pmet_bAMY2_h,bAMY2_hNo6,Q94A41,Obligate
316,pmet_bAMY2_h,bAMY2_hNo6,Q8L762,Unique
317,pmet_DPE11_h,DPE11_hNo1,Q9LV91,Unique
318,pmet_DPE11_h,DPE11_hNo2,Q8RXD9,Unique
319,pmet_DPE12_h,DPE12_hNo1,Q9LV91,Unique
320,pmet_DPE12_h,DPE12_hNo2,Q8RXD9,Unique
321,pmet_DPE13_h,DPE13_hNo1,Q9LV91,Unique
322,pmet_DPE13_h,DPE13_hNo2,Q8RXD9,Unique
323,pmet_DPE2_c,DPE2_cNo1,Q9LV91,Unique
324,pmet_DPE2_c,DPE2_cNo2,Q8RXD9,Unique
325,pmet_TPI_c,TPI_cNo1,P48491,Unique
326,pmet_TPI_c,TPI_cNo2,Q9SKP6,Unique
327,pmet_FBPA_c,FBPA_cNo1,P22197,Unique
328,pmet_FBPA_c,FBPA_cNo2,O65581,Unique
329,pmet_FBPA_c,FBPA_cNo3,Q9LF98,Unique
330,pmet_FBPA_c,FBPA_cNo4,Q9SJQ9,Unique
331,pmet_FBPA_c,FBPA_cNo5,F4KGQ0,Unique
332,pmet_PGI_c,PGI_cNo1,Q8H103,Unique
333,pmet_PGI_c,PGI_cNo2,P34795,Unique
334,pmet_PGM_c,PGM_cNo1,O49299,Unique
335,pmet_PGM_c,PGM_cNo2,Q9SGC1,Unique
336,pmet_PGM_c,PGM_cNo3,Q9SCY0,Unique
337,pmet_UGPase_c,UGPase_cNo1,P57751,Unique
338,pmet_UGPase_c,UGPase_cNo2,Q9M9P3,Unique
339,pmet_S6PPh_c,S6PPh_cNo1,Q9SJ66,Unique
340,pmet_S6PPh_c,S6PPh_cNo2,Q93XN8,Unique
341,pmet_SucS_c,SucS_cNo1,P49040,Unique
342,pmet_SucS_c,SucS_cNo2,Q00917,Unique
343,pmet_SucS_c,SucS_cNo3,Q9LXL5,Unique
344,pmet_FrcFD_c,FrcFD_cNo1,Q9LQF2,Unique
345,pmet_FrcFD_c,FrcFD_cNo2,Q67XD9,Unique
346,pmet_FrcK_c,FrcK_cNo1,Q9M394,Unique
347,pmet_FrcK_c,FrcK_cNo2,P93834,Unique
348,pmet_FrcK_c,FrcK_cNo3,Q9SID0,Unique
349,pmet_FrcK_c,FrcK_cNo4,Q9M1B9,Unique
350,pmet_TPS_c,TPS_cNo1,O80738,Unique
351,pmet_TPS_c,TPS_cNo2,Q9ZV48,Unique
352,pmet_TPS_c,TPS_cNo3,Q9SYM4,Unique
353,pmet_TPS_c,TPS_cNo4,Q9FZ57,Unique
354,pmet_TPS_c,TPS_cNo5,Q9SHG0,Unique
355,pmet_TPS_c,TPS_cNo6,Q9LMI0,Unique
356,pmet_TPP_c,TPP_cNo1,F4I1A6,Unique
357,pmet_TPP_c,TPP_cNo2,Q67XC9,Unique
358,pmet_TPP_c,TPP_cNo3,Q67X99,Unique
359,pmet_TPP_c,TPP_cNo4,Q9SU39,Unique
360,pmet_TPP_c,TPP_cNo5,Q9SUW0,Unique
361,pmet_TPP_c,TPP_cNo6,Q8GWG2,Unique
362,pmet_TPP_c,TPP_cNo7,Q5HZ05,Unique
363,pmet_CeS_c1,CeS_c1No1,O48946,Unique
364,pmet_CeS_c1,CeS_c1No2,O48947,Unique
365,pmet_CeS_c1,CeS_c1No3,Q941L0,Unique
366,pmet_CeS_c1,CeS_c1No4,Q84JA6,Unique
367,pmet_CeS_c1,CeS_c1No5,Q8L778,Unique
368,pmet_CeS_c1,CeS_c1No6,Q94JQ6,Unique
369,pmet_CeS_c1,CeS_c1No7,Q9SWW6,Unique
370,pmet_CeS_c1,CeS_c1No8,Q8LPK5,Unique
371,pmet_CeS_c1,CeS_c1No9,Q9SJ22,Unique
372,pmet_CeS_c1,CeS_c1No10,Q9SKJ5,Unique
373,pmet_CeS_c2,CeS_c2No1,O48946,Unique
374,pmet_CeS_c2,CeS_c2No2,O48947,Unique
375,pmet_CeS_c2,CeS_c2No3,Q941L0,Unique
376,pmet_CeS_c2,CeS_c2No4,Q84JA6,Unique
377,pmet_CeS_c2,CeS_c2No5,Q8L778,Unique
378,pmet_CeS_c2,CeS_c2No6,Q94JQ6,Unique
379,pmet_CeS_c2,CeS_c2No7,Q9SWW6,Unique
380,pmet_CeS_c2,CeS_c2No8,Q8LPK5,Unique
381,pmet_CeS_c2,CeS_c2No9,Q9SJ22,Unique
382,pmet_CeS_c2,CeS_c2No10,Q9SKJ5,Unique
383,pmet_CeS_c3,CeS_c3No1,O48946,Unique
384,pmet_CeS_c3,CeS_c3No2,O48947,Unique
385,pmet_CeS_c3,CeS_c3No3,Q941L0,Unique
386,pmet_CeS_c3,CeS_c3No4,Q84JA6,Unique
387,pmet_CeS_c3,CeS_c3No5,Q8L778,Unique
388,pmet_CeS_c3,CeS_c3No6,Q94JQ6,Unique
389,pmet_CeS_c3,CeS_c3No7,Q9SWW6,Unique
390,pmet_CeS_c3,CeS_c3No8,Q8LPK5,Unique
391,pmet_CeS_c3,CeS_c3No9,Q9SJ22,Unique
392,pmet_CeS_c3,CeS_c3No10,Q9SKJ5,Unique
393,pmet_MalDH1_c,MalDH1_cNo1,P57106,Unique
394,pmet_MalDH1_c,MalDH1_cNo2,Q9FJU0,Unique
395,pmet_MalDH1_c,MalDH1_cNo3,P93819,Unique
396,pmet_PEPC1_c,PEPC1_cNo1,B5X574,Unique
397,pmet_PEPC1_c,PEPC1_cNo2,Q9T074,Unique
398,pmet_PEPC2_c,PEPC2_cNo1,Q9MAH0,Unique
399,pmet_PEPC2_c,PEPC2_cNo2,Q5GM68,Unique
400,pmet_PEPC2_c,PEPC2_cNo3,Q84VW9,Unique
401,pmet_PEPC2_c,PEPC2_cNo4,Q8GVE8,Unique
402,pmet_Enol_c,Enol_cNo1,Q9ZW34,Unique
403,pmet_Enol_c,Enol_cNo2,P25696,Unique
404,pmet_PGAM_c,PGAM_cNo1,Q9SCS3,Unique
405,pmet_PGAM_c,PGAM_cNo2,O04499,Unique
406,pmet_PGAM_c,PGAM_cNo3,Q9M9K1,Unique
407,pmet_PGAK_c,PGAK_cNo1,Q9LD57,Unique
408,pmet_PGAK_c,PGAK_cNo2,Q9SAJ4,Unique
409,pmet_GAPDH2_c,GAPDH2_cNo1,P25858,Unique
410,pmet_GAPDH2_c,GAPDH2_cNo2,Q9FX54,Unique
411,pmet_F6PK1_c,F6PK1_cNo1,Q9M0F9,Unique
412,pmet_F6PK1_c,F6PK1_cNo2,Q9FIK0,Unique
413,pmet_F6PK1_c,F6PK1_cNo3,Q94AA4,Unique
414,pmet_F6PK1_c,F6PK1_cNo4,Q9M076,Unique
415,pmet_F6PK1_c,F6PK1_cNo5,Q9C5J7,Unique
416,pmet_F6PK1_h,F6PK1_hNo1,Q9FKG3,Unique
417,pmet_F6PK1_h,F6PK1_hNo2,Q8VYN6,Unique
418,pmet_GAPDH2_h,GAPDH2_hNo1,Q9SAJ6,Unique
419,pmet_GAPDH2_h,GAPDH2_hNo2,Q5E924,Unique
420,pmet_PGAM_h,PGAM_hNo1,Q9LM13,Unique
421,pmet_PGAM_h,PGAM_hNo2,F4I8M8,Unique
422,pmet_Enol_h,Enol_hNo1,Q9C9C4,Unique
423,pmet_Enol_h,Enol_hNo2,P25696,Unique
424,pmet_PyrK_c,PyrK_cNo1,Q9SQQ7,Unique
425,pmet_PyrK_c,PyrK_cNo2,A0A384L5D5,Unique
426,pmet_PyrK_c,PyrK_cNo2,Q9FNN1,Unique
427,pmet_PyrK_c,PyrK_cNo3,A0A654FAY0,Unique
428,pmet_PyrK_c,PyrK_cNo3,Q9LU95,Unique
429,pmet_PyrK_c,PyrK_cNo4,A0A178VX82,Unique
430,pmet_PyrK_c,PyrK_cNo4,Q9SJQ0,Unique
431,pmet_PyrK_c,PyrK_cNo5,Q9M057,Unique
