,Pmet,Isorxns,Enzymes,Type
2954,pmet_cplx5_m_REV,cplx5_m_REVNo25,Q04613,Shared
2955,pmet_cplx5_m_REV,cplx5_m_REVNo25,Q96250,Obligate
2956,pmet_cplx5_m_REV,cplx5_m_REVNo25,Q96251,Shared
2957,pmet_cplx5_m_REV,cplx5_m_REVNo25,Q96253,Obligate
2958,pmet_cplx5_m_REV,cplx5_m_REVNo25,Q9FT52,Obligate
2959,pmet_cplx5_m_REV,cplx5_m_REVNo26,P92549,Obligate
2960,pmet_cplx5_m_REV,cplx5_m_REVNo26,Q04613,Shared
2961,pmet_cplx5_m_REV,cplx5_m_REVNo26,Q96250,Obligate
2962,pmet_cplx5_m_REV,cplx5_m_REVNo26,Q96251,Shared
2963,pmet_cplx5_m_REV,cplx5_m_REVNo26,Q96253,Obligate
2964,pmet_cplx5_m_REV,cplx5_m_REVNo26,Q9FT52,Obligate
2965,pmet_cplx5_m_REV,cplx5_m_REVNo26,P83484,Shared
2966,pmet_cplx5_m_REV,cplx5_m_REVNo27,P92549,Obligate
2967,pmet_cplx5_m_REV,cplx5_m_REVNo27,Q04613,Shared
2968,pmet_cplx5_m_REV,cplx5_m_REVNo27,Q96250,Obligate
2969,pmet_cplx5_m_REV,cplx5_m_REVNo27,Q96251,Shared
2970,pmet_cplx5_m_REV,cplx5_m_REVNo27,Q96253,Obligate
2971,pmet_cplx5_m_REV,cplx5_m_REVNo27,Q9FT52,Obligate
2972,pmet_cplx5_m_REV,cplx5_m_REVNo27,Q9C5A9,Shared
2973,pmet_cplx5_m_REV,cplx5_m_REVNo28,P83483,Shared
2974,pmet_cplx5_m_REV,cplx5_m_REVNo28,P92549,Obligate
2975,pmet_cplx5_m_REV,cplx5_m_REVNo28,Q04613,Shared
2976,pmet_cplx5_m_REV,cplx5_m_REVNo28,Q96250,Obligate
2977,pmet_cplx5_m_REV,cplx5_m_REVNo28,Q96253,Obligate
2978,pmet_cplx5_m_REV,cplx5_m_REVNo28,Q9FT52,Obligate
2979,pmet_cplx5_m_REV,cplx5_m_REVNo28,Q96252,Shared
2980,pmet_cplx5_m_REV,cplx5_m_REVNo29,P92549,Obligate
2981,pmet_cplx5_m_REV,cplx5_m_REVNo29,Q04613,Shared
2982,pmet_cplx5_m_REV,cplx5_m_REVNo29,Q96250,Obligate
2983,pmet_cplx5_m_REV,cplx5_m_REVNo29,Q96253,Obligate
2984,pmet_cplx5_m_REV,cplx5_m_REVNo29,Q9FT52,Obligate
2985,pmet_cplx5_m_REV,cplx5_m_REVNo29,P83484,Shared
2986,pmet_cplx5_m_REV,cplx5_m_REVNo29,Q96252,Shared
2987,pmet_cplx5_m_REV,cplx5_m_REVNo30,P92549,Obligate
2988,pmet_cplx5_m_REV,cplx5_m_REVNo30,Q04613,Shared
2989,pmet_cplx5_m_REV,cplx5_m_REVNo30,Q96250,Obligate
2990,pmet_cplx5_m_REV,cplx5_m_REVNo30,Q96253,Obligate
2991,pmet_cplx5_m_REV,cplx5_m_REVNo30,Q9FT52,Obligate
2992,pmet_cplx5_m_REV,cplx5_m_REVNo30,Q9C5A9,Shared
2993,pmet_cplx5_m_REV,cplx5_m_REVNo30,Q96252,Shared
2994,pmet_cplx5_m_REV,cplx5_m_REVNo31,P83483,Shared
2995,pmet_cplx5_m_REV,cplx5_m_REVNo31,P92549,Obligate
2996,pmet_cplx5_m_REV,cplx5_m_REVNo31,Q04613,Shared
2997,pmet_cplx5_m_REV,cplx5_m_REVNo31,Q96250,Obligate
2998,pmet_cplx5_m_REV,cplx5_m_REVNo31,Q96251,Shared
2999,pmet_cplx5_m_REV,cplx5_m_REVNo31,Q96253,Obligate
3000,pmet_cplx5_m_REV,cplx5_m_REVNo31,Q9FT52,Obligate
3001,pmet_cplx5_m_REV,cplx5_m_REVNo31,P92547,Shared
3002,pmet_cplx5_m_REV,cplx5_m_REVNo32,P92549,Obligate
3003,pmet_cplx5_m_REV,cplx5_m_REVNo32,Q04613,Shared
3004,pmet_cplx5_m_REV,cplx5_m_REVNo32,Q96250,Obligate
3005,pmet_cplx5_m_REV,cplx5_m_REVNo32,Q96251,Shared
3006,pmet_cplx5_m_REV,cplx5_m_REVNo32,Q96253,Obligate
3007,pmet_cplx5_m_REV,cplx5_m_REVNo32,Q9FT52,Obligate
3008,pmet_cplx5_m_REV,cplx5_m_REVNo32,P83484,Shared
3009,pmet_cplx5_m_REV,cplx5_m_REVNo32,P92547,Shared
3010,pmet_cplx5_m_REV,cplx5_m_REVNo33,P92549,Obligate
3011,pmet_cplx5_m_REV,cplx5_m_REVNo33,Q04613,Shared
3012,pmet_cplx5_m_REV,cplx5_m_REVNo33,Q96250,Obligate
3013,pmet_cplx5_m_REV,cplx5_m_REVNo33,Q96251,Shared
3014,pmet_cplx5_m_REV,cplx5_m_REVNo33,Q96253,Obligate
3015,pmet_cplx5_m_REV,cplx5_m_REVNo33,Q9FT52,Obligate
3016,pmet_cplx5_m_REV,cplx5_m_REVNo33,Q9C5A9,Shared
3017,pmet_cplx5_m_REV,cplx5_m_REVNo33,P92547,Shared
3018,pmet_cplx5_m_REV,cplx5_m_REVNo34,P83483,Shared
3019,pmet_cplx5_m_REV,cplx5_m_REVNo34,P92549,Obligate
3020,pmet_cplx5_m_REV,cplx5_m_REVNo34,Q04613,Shared
3021,pmet_cplx5_m_REV,cplx5_m_REVNo34,Q96250,Obligate
3022,pmet_cplx5_m_REV,cplx5_m_REVNo34,Q96253,Obligate
3023,pmet_cplx5_m_REV,cplx5_m_REVNo34,Q9FT52,Obligate
3024,pmet_cplx5_m_REV,cplx5_m_REVNo34,Q96252,Shared
3025,pmet_cplx5_m_REV,cplx5_m_REVNo34,P92547,Shared
3026,pmet_cplx5_m_REV,cplx5_m_REVNo35,P92549,Obligate
3027,pmet_cplx5_m_REV,cplx5_m_REVNo35,Q04613,Shared
3028,pmet_cplx5_m_REV,cplx5_m_REVNo35,Q96250,Obligate
3029,pmet_cplx5_m_REV,cplx5_m_REVNo35,Q96253,Obligate
3030,pmet_cplx5_m_REV,cplx5_m_REVNo35,Q9FT52,Obligate
3031,pmet_cplx5_m_REV,cplx5_m_REVNo35,P83484,Shared
3032,pmet_cplx5_m_REV,cplx5_m_REVNo35,Q96252,Shared
3033,pmet_cplx5_m_REV,cplx5_m_REVNo35,P92547,Shared
3034,pmet_cplx5_m_REV,cplx5_m_REVNo36,P92549,Obligate
3035,pmet_cplx5_m_REV,cplx5_m_REVNo36,Q04613,Shared
3036,pmet_cplx5_m_REV,cplx5_m_REVNo36,Q96250,Obligate
3037,pmet_cplx5_m_REV,cplx5_m_REVNo36,Q96253,Obligate
3038,pmet_cplx5_m_REV,cplx5_m_REVNo36,Q9FT52,Obligate
3039,pmet_cplx5_m_REV,cplx5_m_REVNo36,Q9C5A9,Shared
3040,pmet_cplx5_m_REV,cplx5_m_REVNo36,Q96252,Shared
3041,pmet_cplx5_m_REV,cplx5_m_REVNo36,P92547,Shared
3042,pmet_cplx5_m_REV,cplx5_m_REVNo37,P83483,Shared
3043,pmet_cplx5_m_REV,cplx5_m_REVNo37,P92549,Obligate
3044,pmet_cplx5_m_REV,cplx5_m_REVNo37,Q96250,Obligate
3045,pmet_cplx5_m_REV,cplx5_m_REVNo37,Q96251,Shared
3046,pmet_cplx5_m_REV,cplx5_m_REVNo37,Q96253,Obligate
3047,pmet_cplx5_m_REV,cplx5_m_REVNo37,Q9FT52,Obligate
3048,pmet_cplx5_m_REV,cplx5_m_REVNo38,P92549,Obligate
3049,pmet_cplx5_m_REV,cplx5_m_REVNo38,Q96250,Obligate
3050,pmet_cplx5_m_REV,cplx5_m_REVNo38,Q96251,Shared
3051,pmet_cplx5_m_REV,cplx5_m_REVNo38,Q96253,Obligate
3052,pmet_cplx5_m_REV,cplx5_m_REVNo38,Q9FT52,Obligate
3053,pmet_cplx5_m_REV,cplx5_m_REVNo38,P83484,Shared
3054,pmet_cplx5_m_REV,cplx5_m_REVNo39,P92549,Obligate
3055,pmet_cplx5_m_REV,cplx5_m_REVNo39,Q96250,Obligate
3056,pmet_cplx5_m_REV,cplx5_m_REVNo39,Q96251,Shared
3057,pmet_cplx5_m_REV,cplx5_m_REVNo39,Q96253,Obligate
3058,pmet_cplx5_m_REV,cplx5_m_REVNo39,Q9FT52,Obligate
3059,pmet_cplx5_m_REV,cplx5_m_REVNo39,Q9C5A9,Shared
3060,pmet_cplx5_m_REV,cplx5_m_REVNo40,P83483,Shared
3061,pmet_cplx5_m_REV,cplx5_m_REVNo40,P92549,Obligate
3062,pmet_cplx5_m_REV,cplx5_m_REVNo40,Q96250,Obligate
3063,pmet_cplx5_m_REV,cplx5_m_REVNo40,Q96253,Obligate
3064,pmet_cplx5_m_REV,cplx5_m_REVNo40,Q9FT52,Obligate
3065,pmet_cplx5_m_REV,cplx5_m_REVNo40,Q96252,Shared
3066,pmet_cplx5_m_REV,cplx5_m_REVNo41,P92549,Obligate
3067,pmet_cplx5_m_REV,cplx5_m_REVNo41,Q96250,Obligate
3068,pmet_cplx5_m_REV,cplx5_m_REVNo41,Q96253,Obligate
3069,pmet_cplx5_m_REV,cplx5_m_REVNo41,Q9FT52,Obligate
3070,pmet_cplx5_m_REV,cplx5_m_REVNo41,P83484,Shared
3071,pmet_cplx5_m_REV,cplx5_m_REVNo41,Q96252,Shared
3072,pmet_cplx5_m_REV,cplx5_m_REVNo42,P92549,Obligate
3073,pmet_cplx5_m_REV,cplx5_m_REVNo42,Q96250,Obligate
3074,pmet_cplx5_m_REV,cplx5_m_REVNo42,Q96253,Obligate
3075,pmet_cplx5_m_REV,cplx5_m_REVNo42,Q9FT52,Obligate
3076,pmet_cplx5_m_REV,cplx5_m_REVNo42,Q9C5A9,Shared
3077,pmet_cplx5_m_REV,cplx5_m_REVNo42,Q96252,Shared
3078,pmet_cplx5_m_REV,cplx5_m_REVNo43,P83483,Shared
3079,pmet_cplx5_m_REV,cplx5_m_REVNo43,P92549,Obligate
3080,pmet_cplx5_m_REV,cplx5_m_REVNo43,Q96250,Obligate
3081,pmet_cplx5_m_REV,cplx5_m_REVNo43,Q96251,Shared
3082,pmet_cplx5_m_REV,cplx5_m_REVNo43,Q96253,Obligate
3083,pmet_cplx5_m_REV,cplx5_m_REVNo43,Q9FT52,Obligate
3084,pmet_cplx5_m_REV,cplx5_m_REVNo43,P92547,Shared
3085,pmet_cplx5_m_REV,cplx5_m_REVNo44,P92549,Obligate
3086,pmet_cplx5_m_REV,cplx5_m_REVNo44,Q96250,Obligate
3087,pmet_cplx5_m_REV,cplx5_m_REVNo44,Q96251,Shared
3088,pmet_cplx5_m_REV,cplx5_m_REVNo44,Q96253,Obligate
3089,pmet_cplx5_m_REV,cplx5_m_REVNo44,Q9FT52,Obligate
3090,pmet_cplx5_m_REV,cplx5_m_REVNo44,P83484,Shared
3091,pmet_cplx5_m_REV,cplx5_m_REVNo44,P92547,Shared
3092,pmet_cplx5_m_REV,cplx5_m_REVNo45,P92549,Obligate
3093,pmet_cplx5_m_REV,cplx5_m_REVNo45,Q96250,Obligate
3094,pmet_cplx5_m_REV,cplx5_m_REVNo45,Q96251,Shared
3095,pmet_cplx5_m_REV,cplx5_m_REVNo45,Q96253,Obligate
3096,pmet_cplx5_m_REV,cplx5_m_REVNo45,Q9FT52,Obligate
3097,pmet_cplx5_m_REV,cplx5_m_REVNo45,Q9C5A9,Shared
3098,pmet_cplx5_m_REV,cplx5_m_REVNo45,P92547,Shared
3099,pmet_cplx5_m_REV,cplx5_m_REVNo46,P83483,Shared
3100,pmet_cplx5_m_REV,cplx5_m_REVNo46,P92549,Obligate
3101,pmet_cplx5_m_REV,cplx5_m_REVNo46,Q96250,Obligate
3102,pmet_cplx5_m_REV,cplx5_m_REVNo46,Q96253,Obligate
3103,pmet_cplx5_m_REV,cplx5_m_REVNo46,Q9FT52,Obligate
3104,pmet_cplx5_m_REV,cplx5_m_REVNo46,Q96252,Shared
3105,pmet_cplx5_m_REV,cplx5_m_REVNo46,P92547,Shared
3106,pmet_cplx5_m_REV,cplx5_m_REVNo47,P92549,Obligate
3107,pmet_cplx5_m_REV,cplx5_m_REVNo47,Q96250,Obligate
3108,pmet_cplx5_m_REV,cplx5_m_REVNo47,Q96253,Obligate
3109,pmet_cplx5_m_REV,cplx5_m_REVNo47,Q9FT52,Obligate
3110,pmet_cplx5_m_REV,cplx5_m_REVNo47,P83484,Shared
3111,pmet_cplx5_m_REV,cplx5_m_REVNo47,Q96252,Shared
3112,pmet_cplx5_m_REV,cplx5_m_REVNo47,P92547,Shared
3113,pmet_cplx5_m_REV,cplx5_m_REVNo48,P92549,Obligate
3114,pmet_cplx5_m_REV,cplx5_m_REVNo48,Q96250,Obligate
3115,pmet_cplx5_m_REV,cplx5_m_REVNo48,Q96253,Obligate
3116,pmet_cplx5_m_REV,cplx5_m_REVNo48,Q9FT52,Obligate
3117,pmet_cplx5_m_REV,cplx5_m_REVNo48,Q9C5A9,Shared
3118,pmet_cplx5_m_REV,cplx5_m_REVNo48,Q96252,Shared
3119,pmet_cplx5_m_REV,cplx5_m_REVNo48,P92547,Shared
3120,pmet_GlyHMT_m_REV,GlyHMT_m_REVNo1,Q9SZJ5,Unique
3121,pmet_GlyHMT_m_REV,GlyHMT_m_REVNo2,Q94C74,Unique
3122,pmet_MalDH1_p_REV,MalDH1_p_REVNo1,O82399,Unique
3123,pmet_MalDH1_p_REV,MalDH1_p_REVNo2,Q9ZP05,Unique
3124,pmet_6PGDHNAD_h_REV,6PGDHNAD_h_REVNo1,Q9FWA3,Unique
3125,pmet_6PGDHNAD_h_REV,6PGDHNAD_h_REVNo2,Q9SH69,Unique
3126,pmet_6PGDHNAD_h_REV,6PGDHNAD_h_REVNo3,Q9FFR3,Unique
3127,pmet_6PGDHNADP_h_REV,6PGDHNADP_h_REVNo1,Q9FWA3,Unique
3128,pmet_6PGDHNADP_h_REV,6PGDHNADP_h_REVNo2,Q9SH69,Unique
3129,pmet_6PGDHNADP_h_REV,6PGDHNADP_h_REVNo3,Q9FFR3,Unique
3130,pmet_TA_h_REV,TA_h_REVNo1,A0A178UD24,Unique
3131,pmet_TA_h_REV,TA_h_REVNo1,Q9LYR4,Unique
3132,pmet_TA_h_REV,TA_h_REVNo2,F4IC59,Unique
3133,pmet_MalDH1_h_REV,MalDH1_h_REVNo1,Q9SN86,Unique
3134,pmet_MalDH1_h_REV,MalDH1_h_REVNo2,Q9ZP05,Unique
3135,pmet_PPIF6PK_c_REV,PPIF6PK_c_REVNo1,Q9SYP2,Unique
3136,pmet_PPIF6PK_c_REV,PPIF6PK_c_REVNo2,Q9C9K3,Unique
3137,pmet_PPIF6PK_c_REV,PPIF6PK_c_REVNo3,Q8W4M5,Unique
3138,pmet_PPIF6PK_c_REV,PPIF6PK_c_REVNo4,F4JGR5,Unique
3139,pmet_NO3R2_c_REV,NO3R2_c_REVNo1,P11832,Unique
3140,pmet_NO3R2_c_REV,NO3R2_c_REVNo2,P11035,Unique
3141,pmet_AlaTA_m_REV,AlaTA_m_REVNo1,Q9LDV4,Unique
3142,pmet_AlaTA_m_REV,AlaTA_m_REVNo2,Q9SR86,Unique
3143,pmet_AlaTA_m_REV,AlaTA_m_REVNo3,F4I7I0,Unique
3144,pmet_AlaTA_p_REV,AlaTA_p_REVNo1,Q9LR30,Unique
3145,pmet_AlaTA_p_REV,AlaTA_p_REVNo2,Q9S7E9,Unique
3146,pmet_AspAT_c_REV,AspAT_c_REVNo1,Q8GYY0,Unique
3147,pmet_AspAT_c_REV,AspAT_c_REVNo2,Q9LQ10,Unique
3148,pmet_AspAT_c_REV,AspAT_c_REVNo3,P46646,Unique
3149,pmet_AspAT_c_REV,AspAT_c_REVNo4,P46645,Unique
3150,pmet_AspAT_h_REV,AspAT_h_REVNo1,Q9SIE1,Unique
3151,pmet_AspAT_h_REV,AspAT_h_REVNo2,P46248,Unique
3152,pmet_AspAT_m_REV,AspAT_m_REVNo1,P46644,Unique
3153,pmet_AspAT_m_REV,AspAT_m_REVNo2,P46643,Unique
3154,pmet_GluDH1NADP_m_REV,GluDH1NADP_m_REVNo1,Q43314,Unique
3155,pmet_GluDH1NADP_m_REV,GluDH1NADP_m_REVNo2,Q38946,Unique
3156,pmet_GluDH1NADP_m_REV,GluDH1NADP_m_REVNo3,Q9S7A0,Unique
3157,pmet_BAATA1_h_REV,BAATA1_h_REVNo1,Q9M401,Unique
3158,pmet_BAATA1_h_REV,BAATA1_h_REVNo2,Q9M439,Unique
3159,pmet_BAATA1_h_REV,BAATA1_h_REVNo3,Q9FYA6,Unique
3160,pmet_BAATA2_h_REV,BAATA2_h_REVNo1,Q9M401,Unique
3161,pmet_BAATA2_h_REV,BAATA2_h_REVNo2,Q9M439,Unique
3162,pmet_BAATA2_h_REV,BAATA2_h_REVNo3,Q9FYA6,Unique
3163,pmet_GlyHMT_c_REV,GlyHMT_c_REVNo1,O23254,Unique
3164,pmet_GlyHMT_c_REV,GlyHMT_c_REVNo2,Q9SVM4,Unique
3165,pmet_Cysase_c_REV,Cysase_c_REVNo1,Q9LK36,Unique
3166,pmet_Cysase_c_REV,Cysase_c_REVNo2,O23255,Unique
3167,pmet_PGADH_h_REV,PGADH_h_REVNo1,Q9LT69,Unique
3168,pmet_PGADH_h_REV,PGADH_h_REVNo2,O49485,Unique
3169,pmet_PGADH_h_REV,PGADH_h_REVNo3,O04130,Unique
3170,pmet_BAATA3_h_REV,BAATA3_h_REVNo1,Q9M401,Unique
3171,pmet_BAATA3_h_REV,BAATA3_h_REVNo2,Q9M439,Unique
3172,pmet_BAATA3_h_REV,BAATA3_h_REVNo3,Q9FYA6,Unique
3173,pmet_AspAT2_c_REV,AspAT2_c_REVNo1,Q8GYY0,Unique
3174,pmet_AspAT2_c_REV,AspAT2_c_REVNo2,Q9LQ10,Unique
3175,pmet_AspAT2_c_REV,AspAT2_c_REVNo3,P46646,Unique
3176,pmet_AspAT2_c_REV,AspAT2_c_REVNo4,P46645,Unique
3177,pmet_AspAT2_c_REV,AspAT2_c_REVNo5,P46644,Unique
3178,pmet_AspAT2_c_REV,AspAT2_c_REVNo6,Q9SIE1,Unique
3179,pmet_AspAT2_h_REV,AspAT2_h_REVNo1,Q9SIE1,Unique
3180,pmet_AspAT2_h_REV,AspAT2_h_REVNo2,P46248,Unique
3181,pmet_AspAT2_h_REV,AspAT2_h_REVNo3,P46644,Unique
3182,pmet_AspAT2_m_REV,AspAT2_m_REVNo1,P46643,Unique
3183,pmet_AspAT2_m_REV,AspAT2_m_REVNo2,P46248,Unique
