,Isoenzymes,ComplexID,Pmet
390,Q8LPK5,pmet_CeS_c1,pmet_CeS_c3
391,Q9SJ22,pmet_CeS_c1,pmet_CeS_c3
392,Q9SKJ5,pmet_CeS_c1,pmet_CeS_c3
393,P57106,pmet_MalDH1_c,pmet_MalDH1_c
394,Q9FJU0,pmet_MalDH1_c,pmet_MalDH1_c
395,P93819,pmet_MalDH1_c,pmet_MalDH1_c
396,B5X574,pmet_PEPC1_c,pmet_PEPC1_c
397,Q9T074,pmet_PEPC1_c,pmet_PEPC1_c
398,Q9MAH0,pmet_PEPC2_c,pmet_PEPC2_c
399,Q5GM68,pmet_PEPC2_c,pmet_PEPC2_c
400,Q84VW9,pmet_PEPC2_c,pmet_PEPC2_c
401,Q8GVE8,pmet_PEPC2_c,pmet_PEPC2_c
402,Q9ZW34,pmet_Enol_c,pmet_Enol_c
403,P25696,pmet_Enol_c,pmet_Enol_c
404,Q9SCS3,pmet_PGAM_c,pmet_PGAM_c
405,O04499,pmet_PGAM_c,pmet_PGAM_c
406,Q9M9K1,pmet_PGAM_c,pmet_PGAM_c
407,Q9LD57,pmet_PGAK_c,pmet_PGAK_c
408,Q9SAJ4,pmet_PGAK_c,pmet_PGAK_c
409,P25858,pmet_GAPDH2_c,pmet_GAPDH2_c
410,Q9FX54,pmet_GAPDH2_c,pmet_GAPDH2_c
411,Q9M0F9,pmet_F6PK1_c,pmet_F6PK1_c
412,Q9FIK0,pmet_F6PK1_c,pmet_F6PK1_c
413,Q94AA4,pmet_F6PK1_c,pmet_F6PK1_c
414,Q9M076,pmet_F6PK1_c,pmet_F6PK1_c
415,Q9C5J7,pmet_F6PK1_c,pmet_F6PK1_c
416,Q9FKG3,pmet_F6PK1_h,pmet_F6PK1_h
417,Q8VYN6,pmet_F6PK1_h,pmet_F6PK1_h
418,Q9SAJ6,pmet_GAPDH2_h,pmet_GAPDH2_h
419,Q5E924,pmet_GAPDH2_h,pmet_GAPDH2_h
420,Q9LM13,pmet_PGAM_h,pmet_PGAM_h
421,F4I8M8,pmet_PGAM_h,pmet_PGAM_h
422,Q9C9C4,pmet_Enol_h,pmet_Enol_h
423,P25696,pmet_Enol_h,pmet_Enol_h
424,Q9SQQ7,pmet_PyrK_c,pmet_PyrK_c
425,A0A384L5D5,pmet_PyrK_c,pmet_PyrK_c
426,Q9FNN1,pmet_PyrK_c,pmet_PyrK_c
427,A0A654FAY0,pmet_PyrK_c,pmet_PyrK_c
428,Q9LU95,pmet_PyrK_c,pmet_PyrK_c
429,A0A178VX82,pmet_PyrK_c,pmet_PyrK_c
430,Q9SJQ0,pmet_PyrK_c,pmet_PyrK_c
431,Q9M057,pmet_PyrK_c,pmet_PyrK_c
432,Q9M044,pmet_PyrK_c,pmet_PyrK_c
433,A0A384KII3,pmet_PyrK_c,pmet_PyrK_c
434,Q9FFP6,pmet_PyrK_c,pmet_PyrK_c
435,A8MR07,pmet_PyrK_c,pmet_PyrK_c
436,Q9FLW9,pmet_PyrK_h,pmet_PyrK_h
439,Q93Z53,pmet_PyrK_h,pmet_PyrK_h
440,Q0WQF7,pmet_DHLAcT_m,pmet_DHLAcT_m
441,Q8RWN9,pmet_DHLAcT_m,pmet_DHLAcT_m
442,Q5M729,pmet_DHLAcT_m,pmet_DHLAcT_m
443,Q9M5K3,pmet_DHLDH2_m,pmet_DHLDH2_m
444,Q9M5K2,pmet_DHLDH2_m,pmet_DHLDH2_m
445,P20115,pmet_CitS_m,pmet_CitS_m
446,Q9M1D3,pmet_CitS_m,pmet_CitS_m
447,Q42560,pmet_cACNDHA_m,pmet_cACNDHA_m
448,Q9SIB9,pmet_cACNDHA_m,pmet_cACNDHA_m
449,Q94A28,pmet_cACNDHA_m,pmet_cACNDHA_m
450,Q42560,pmet_cACNDHA_m,pmet_cACNHA_m
451,Q9SIB9,pmet_cACNDHA_m,pmet_cACNHA_m
452,Q94A28,pmet_cACNDHA_m,pmet_cACNHA_m
465,A0A5S9YI34,pmet_KGDH_m,pmet_KGDH_m
466,Q9FLH2,pmet_KGDH_m,pmet_KGDH_m
467,A0A384KLZ3,pmet_KGDH_m,pmet_KGDH_m
468,F4IWV2,pmet_KGDH_m,pmet_KGDH_m
469,Q9FLQ4,pmet_DHLST_m,pmet_DHLST_m
470,Q8H107,pmet_DHLST_m,pmet_DHLST_m
472,P68209,pmet_SCACoAL_m,pmet_SCACoAL_m
474,Q8LAD2,pmet_SCACoAL_m,pmet_SCACoAL_m
667,P93033,pmet_FumHA_m,pmet_FumHA_m
668,Q9FI53,pmet_FumHA_m,pmet_FumHA_m
669,Q9ZP06,pmet_MalDH1_m,pmet_MalDH1_m
670,Q9LKA3,pmet_MalDH1_m,pmet_MalDH1_m
2268,P10796,pmet_RBC_h,pmet_RBO_h
2270,P10797,pmet_RBC_h,pmet_RBO_h
2272,P10795,pmet_RBC_h,pmet_RBO_h
2274,P10798,pmet_RBC_h,pmet_RBO_h
2275,P0DKC3,pmet_PGP_h,pmet_PGP_h
2276,P0DKC4,pmet_PGP_h,pmet_PGP_h
2277,Q8GWU0,pmet_PGP_h,pmet_PGP_h
2278,Q9LRR9,pmet_GCAO_p,pmet_GCAO_p
2279,Q9LRS0,pmet_GCAO_p,pmet_GCAO_p
2280,Q24JJ8,pmet_GCAO_p,pmet_GCAO_p
2281,O49506,pmet_GCAO_p,pmet_GCAO_p
2282,Q42547,pmet_CAT_p,pmet_CAT_p
2283,Q96528,pmet_CAT_p,pmet_CAT_p
2284,P25819,pmet_CAT_p,pmet_CAT_p
2285,Q9LR30,pmet_GGAT_p,pmet_GGAT_p
2286,Q9S7E9,pmet_GGAT_p,pmet_GGAT_p
2287,Q94B78,pmet_GlyDH_m,pmet_GlyDH_m
2288,O80988,pmet_GlyDH_m,pmet_GlyDH_m
2289,Q9M5K3,pmet_DHLDH2_m,pmet_DHLDH1_m
2290,Q9M5K2,pmet_DHLDH2_m,pmet_DHLDH1_m
2291,Q9SZJ5,pmet_GlyHMT_m,pmet_GlyHMT_m
2292,Q94C74,pmet_GlyHMT_m,pmet_GlyHMT_m
2293,O82399,pmet_MalDH1_p,pmet_MalDH1_p
2294,Q9ZP05,pmet_MalDH1_p,pmet_MalDH1_p
2295,Q9FY99,pmet_G6PDH_h,pmet_G6PDH_h
2296,Q8L743,pmet_G6PDH_h,pmet_G6PDH_h
2297,Q9LK23,pmet_G6PDH_h,pmet_G6PDH_h
2298,Q43727,pmet_G6PDH_h,pmet_G6PDH_h
2299,Q93ZW0,pmet_G6PDH_h,pmet_G6PDH_h
2300,Q9LMX8,pmet_6PGL_h,pmet_6PGL_h
2301,Q8LG70,pmet_6PGL_h,pmet_6PGL_h
2302,Q8LEV7,pmet_6PGL_h,pmet_6PGL_h
2303,Q9FIN1,pmet_6PGL_h,pmet_6PGL_h
2304,Q84WW2,pmet_6PGL_h,pmet_6PGL_h
2305,Q9FWA3,pmet_6PGDHNAD_h,pmet_6PGDHNAD_h
2306,Q9SH69,pmet_6PGDHNAD_h,pmet_6PGDHNAD_h
2307,Q9FFR3,pmet_6PGDHNAD_h,pmet_6PGDHNAD_h
2308,Q9FWA3,pmet_6PGDHNAD_h,pmet_6PGDHNADP_h
2309,Q9SH69,pmet_6PGDHNAD_h,pmet_6PGDHNADP_h
2310,Q9FFR3,pmet_6PGDHNAD_h,pmet_6PGDHNADP_h
2311,A0A178UD24,pmet_TA_h,pmet_TA_h
2312,Q9LYR4,pmet_TA_h,pmet_TA_h
2313,F4IC59,pmet_TA_h,pmet_TA_h
2314,P29976,pmet_DAHPS_h,pmet_DAHPS_h
2315,Q00218,pmet_DAHPS_h,pmet_DAHPS_h
2316,Q9SJ05,pmet_SAK_h,pmet_SAK_h
2317,Q8GY88,pmet_SAK_h,pmet_SAK_h
2318,Q42581,pmet_R5PDPK_h,pmet_R5PDPK_h
2319,Q42583,pmet_R5PDPK_h,pmet_R5PDPK_h
2320,Q93Z66,pmet_R5PDPK_h,pmet_R5PDPK_h
2321,O64888,pmet_R5PDPK_h,pmet_R5PDPK_h
2322,O82191,pmet_MalDH2NADP_c,pmet_MalDH2NADP_c
2323,Q9LYG3,pmet_MalDH2NADP_c,pmet_MalDH2NADP_c
2324,Q9XGZ0,pmet_MalDH2NADP_c,pmet_MalDH2NADP_c
2325,Q9SN86,pmet_MalDH1_h,pmet_MalDH1_h
2326,Q9ZP05,pmet_MalDH1_h,pmet_MalDH1_h
2327,Q9LXS6,pmet_CitS_c,pmet_CitS_c
2328,Q9SJH7,pmet_CitS_c,pmet_CitS_c
2329,Q42560,pmet_cACNDHA_m,pmet_cACNDHA_c
2330,Q9SIB9,pmet_cACNDHA_m,pmet_cACNDHA_c
2331,Q94A28,pmet_cACNDHA_m,pmet_cACNDHA_c
2332,Q9SIB9,pmet_cACNDHA_h,pmet_cACNDHA_h
2333,Q94A28,pmet_cACNDHA_h,pmet_cACNDHA_h
2334,Q42560,pmet_cACNDHA_m,pmet_cACNHA_c
2335,Q9SIB9,pmet_cACNDHA_m,pmet_cACNHA_c
2336,Q94A28,pmet_cACNDHA_m,pmet_cACNHA_c
2337,Q9SIB9,pmet_cACNDHA_h,pmet_cACNHA_h
2338,Q94A28,pmet_cACNDHA_h,pmet_cACNHA_h
2339,Q9SRZ6,pmet_iCitDHNADP_h,pmet_iCitDHNADP_h
2340,Q8LPJ5,pmet_iCitDHNADP_h,pmet_iCitDHNADP_h
2341,Q9SLK0,pmet_iCitDHNADP_h,pmet_iCitDHNADP_h
2356,Q42533,pmet_ACoAC_h,pmet_ACoAC_h
2361,Q9LLC1,pmet_ACoAC_h,pmet_ACoAC_h
2362,O82793,pmet_PPIase_c,pmet_PPIase_c
2363,Q93V56,pmet_PPIase_c,pmet_PPIase_c
2364,Q9LFF9,pmet_PPIase_c,pmet_PPIase_c
2365,P21216,pmet_PPIase_c,pmet_PPIase_c
2366,Q9SYP2,pmet_PPIF6PK_c,pmet_PPIF6PK_c
2367,Q9C9K3,pmet_PPIF6PK_c,pmet_PPIF6PK_c
2368,Q8W4M5,pmet_PPIF6PK_c,pmet_PPIF6PK_c
2369,F4JGR5,pmet_PPIF6PK_c,pmet_PPIF6PK_c
2370,Q39243,pmet_TRXR_c,pmet_TRXR_c
2371,Q39242,pmet_TRXR_c,pmet_TRXR_c
2372,O22229,pmet_TRXR_c,pmet_TRXR_c
2373,Q9SF85,pmet_ADNK_c,pmet_ADNK_c
2374,Q9LZG0,pmet_ADNK_c,pmet_ADNK_c
2375,Q9SU38,pmet_ADPRPPT_c,pmet_ADPRPPT_c
2376,Q9LFP0,pmet_ADPRPPT_c,pmet_ADPRPPT_c
2377,Q9SUW2,pmet_ADPRPPT_c,pmet_ADPRPPT_c
2378,P31166,pmet_ADPRPPT_c,pmet_ADPRPPT_c
2379,Q42563,pmet_ADPRPPT_c,pmet_ADPRPPT_c
2380,P11832,pmet_NO3R1_c,pmet_NO3R1_c
2381,P11035,pmet_NO3R1_c,pmet_NO3R1_c
2382,P11832,pmet_NO3R1_c,pmet_NO3R2_c
2383,P11035,pmet_NO3R1_c,pmet_NO3R2_c
2384,Q9LIK9,pmet_ATPSL_h,pmet_ATPSL_h
2385,Q43870,pmet_ATPSL_h,pmet_ATPSL_h
2386,O23324,pmet_ATPSL_h,pmet_ATPSL_h
2387,Q9S7D8,pmet_ATPSL_h,pmet_ATPSL_h
2388,P92979,pmet_APSR_h,pmet_APSR_h
2389,P92981,pmet_APSR_h,pmet_APSR_h
2390,P92980,pmet_APSR_h,pmet_APSR_h
2391,F4HUC4,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2392,Q9FYE3,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2393,F4JIK2,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2394,Q9SUB4,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2395,F4IHR4,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2396,O04846,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2397,Q9ZUC2,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2398,P42737,pmet_HCO3DHA_c,pmet_HCO3DHA_c
2399,F4JIK2,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2400,Q8L817,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2401,O04846,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2402,Q9ZUC2,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2403,Q94CE4,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2404,Q9C6F5,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2405,P27140,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2406,P42737,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2407,Q94CE3,pmet_HCO3DHA_h,pmet_HCO3DHA_h
2408,Q9LDV4,pmet_AlaTA_m,pmet_AlaTA_m
2409,Q9SR86,pmet_AlaTA_m,pmet_AlaTA_m
2410,F4I7I0,pmet_AlaTA_m,pmet_AlaTA_m
2411,Q9LR30,pmet_GGAT_p,pmet_AlaTA_p
2412,Q9S7E9,pmet_GGAT_p,pmet_AlaTA_p
2413,Q9LV77,pmet_AsnS_c,pmet_AsnS_c
2414,Q9LFU1,pmet_AsnS_c,pmet_AsnS_c
2415,P49078,pmet_AsnS_c,pmet_AsnS_c
2416,Q8GYY0,pmet_AspAT_c,pmet_AspAT_c
2417,Q9LQ10,pmet_AspAT_c,pmet_AspAT_c
2418,P46646,pmet_AspAT_c,pmet_AspAT_c
2419,P46645,pmet_AspAT_c,pmet_AspAT_c
2420,Q9SIE1,pmet_AspAT_h,pmet_AspAT_h
2421,P46248,pmet_AspAT_h,pmet_AspAT_h
2422,P46644,pmet_AspAT_m,pmet_AspAT_m
2423,P46643,pmet_AspAT_m,pmet_AspAT_m
2424,Q42588,pmet_SerAcT_c,pmet_SerAcT_c
2425,Q8S895,pmet_SerAcT_c,pmet_SerAcT_c
2426,Q39218,pmet_SerAcT_c,pmet_SerAcT_c
2427,Q8W2B8,pmet_SerAcT_c,pmet_SerAcT_c
2428,Q42538,pmet_SerAcT_c,pmet_SerAcT_c
2429,Q42588,pmet_SerAcT_h,pmet_SerAcT_h
2430,Q39218,pmet_SerAcT_h,pmet_SerAcT_h
2431,Q42588,pmet_SerAcT_h,pmet_SerAcT_m
2432,Q39218,pmet_SerAcT_h,pmet_SerAcT_m
2433,P47998,pmet_CysS_c,pmet_CysS_c
2434,Q9LJA0,pmet_CysS_c,pmet_CysS_c
2435,Q9S757,pmet_CysS_h,pmet_CysS_h
2436,O22682,pmet_CysS_h,pmet_CysS_h
2437,P47998,pmet_CysS_h,pmet_CysS_h
2438,P47999,pmet_CysS_h,pmet_CysS_h
2439,Q9S757,pmet_CysS_m,pmet_CysS_m
2440,O22682,pmet_CysS_m,pmet_CysS_m
2441,P47999,pmet_CysS_m,pmet_CysS_m
2442,Q9SXS7,pmet_CysS_m,pmet_CysS_m
2443,Q9ZNZ7,pmet_GluSFd_h,pmet_GluSFd_h
2444,Q9T0P4,pmet_GluSFd_h,pmet_GluSFd_h
2445,Q43314,pmet_GluDH1NAD_m,pmet_GluDH1NAD_m
2446,Q38946,pmet_GluDH1NAD_m,pmet_GluDH1NAD_m
2447,Q9S7A0,pmet_GluDH1NAD_m,pmet_GluDH1NAD_m
2448,Q43314,pmet_GluDH1NAD_m,pmet_GluDH1NADP_m
2449,Q38946,pmet_GluDH1NAD_m,pmet_GluDH1NADP_m
2450,Q9S7A0,pmet_GluDH1NAD_m,pmet_GluDH1NADP_m
2451,Q43314,pmet_GluDH2NAD_m,pmet_GluDH2NAD_m
2452,Q38946,pmet_GluDH2NAD_m,pmet_GluDH2NAD_m
2453,Q42521,pmet_GluDC_c,pmet_GluDC_c
2454,Q42472,pmet_GluDC_c,pmet_GluDC_c
2455,Q9ZPS4,pmet_GluDC_c,pmet_GluDC_c
2456,Q9ZPS3,pmet_GluDC_c,pmet_GluDC_c
2457,Q9LSH2,pmet_GluDC_c,pmet_GluDC_c
2458,Q56WN1,pmet_GlnS_c,pmet_GlnS_c
2459,Q9LVI8,pmet_GlnS_c,pmet_GlnS_c
2460,Q9FMD9,pmet_GlnS_c,pmet_GlnS_c
2461,Q8LCE1,pmet_GlnS_c,pmet_GlnS_c
2462,Q9LVI8,pmet_GlnS_h,pmet_GlnS_h
2463,Q8GXW5,pmet_GlnS_h,pmet_GlnS_h
2464,Q43127,pmet_GlnS_h,pmet_GlnS_h
2465,Q0WSF1,pmet_ACDOxRed_c,pmet_ACDOxRed_c
2466,Q56YU0,pmet_ACDOxRed_c,pmet_ACDOxRed_c
2467,Q70E96,pmet_ACDOxRed_c,pmet_ACDOxRed_c
2468,Q70DU8,pmet_ACDOxRed_c,pmet_ACDOxRed_c
2469,Q9SYG7,pmet_ACDOxRed_c,pmet_ACDOxRed_c
2470,Q9LRR9,pmet_GCAO_h,pmet_GCAO_h
2471,Q9LRS0,pmet_GCAO_h,pmet_GCAO_h
2472,Q42547,pmet_CAT_p,pmet_CAT_h
2473,Q96528,pmet_CAT_p,pmet_CAT_h
2474,P25819,pmet_CAT_p,pmet_CAT_h
2475,Q9S762,pmet_ATPPRT_h,pmet_ATPPRT_h
2476,Q8GSJ1,pmet_ATPPRT_h,pmet_ATPPRT_h
2477,P34047,pmet_IGPDA_h,pmet_IGPDA_h
2478,O23346,pmet_IGPDA_h,pmet_IGPDA_h
2479,B9DHD3,pmet_HisolPTA_h,pmet_HisolPTA_h
2480,P0DI07,pmet_HisolPTA_h,pmet_HisolPTA_h
2481,Q9M401,pmet_BAATA1_h,pmet_BAATA1_h
2482,Q9M439,pmet_BAATA1_h,pmet_BAATA1_h
2483,Q9FYA6,pmet_BAATA1_h,pmet_BAATA1_h
2484,Q9LPR4,pmet_2IPMS_h,pmet_2IPMS_h
2485,Q9C550,pmet_2IPMS_h,pmet_2IPMS_h
2487,Q9ZW85,pmet_3IPMDA1_h,pmet_3IPMDA1_h
2489,Q9ZW84,pmet_3IPMDA1_h,pmet_3IPMDA1_h
2491,Q9LYT7,pmet_3IPMDA1_h,pmet_3IPMDA1_h
2493,Q9ZW85,pmet_3IPMDA1_h,pmet_3IPMDA2_h
